英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career,Full_Career_English,国籍,SNS_Instagram,SNS_Twitter,SNS_Facebook,選手名_カタカナ,リーグ
Harry THOMAS,Harry ・ トーマス,HO,Scarlets,185.0,108.0,2005..,,,,,A,,https://all.rugby/player/harry-thomas,,Scarlets (2023 - 2026),,,https://all.rugby/player/harry-thomas,Scarlets (2023 - 2026),,,,,,Harry ・ トーマス,urc
Harry WEST,Harry ・ WEST,FB,Connacht,185.0,90.0,2003.04.27,,,,,A,,https://all.rugby/player/harry-west,,Connacht Rugby (2022 - 2026),,,https://all.rugby/player/harry-west,Connacht Rugby (2022 - 2026),,,,,,Harry ・ WEST,urc
Harry WILSON,Harry WILSON,FL/No8,Reds,196.0,115.0,1999.11.22,,,,,A,0,https://all.rugby/player/harry-wilson,,Queensland Reds (2018 - ),Australia,Australia,https://all.rugby/player/harry-wilson,レッズ (2018 - ),Queensland Reds (2018 - ),,,,,ハリー-ウィルソン,
Harvey CORDUKES,Harvey CORDUKES,LO,Brumbies,202.0,115.0,2004..,,,,,A,0,https://all.rugby/player/harvey-cordukes,,Brumbies (2023 - 2026) -> Provence Rugby (2024 - ),,,https://all.rugby/player/harvey-cordukes,ブランビーズ (2023 - 2026) -> Provence Rugby (2024 - ),Brumbies (2023 - 2026) -> Provence Rugby (2024 - ),,,,,ハーヴェイ・コーデュークス,
Harvey CUCKSON,Harvey ・ CUCKSON,LO,Scarlets,200.0,120.0,2004.01.16,,,,,A,,https://all.rugby/player/harvey-cuckson,,Worcester Warriors (2021 - 2022) -> Bath Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Bath Rugby (2023 - 2025) -> Worcester Warriors (2025 - 2025) -> Scarlets (2025 - 2025) -> Bath Rugby (2026 - 2026) -> Worcester Warriors (2026 - 2026) -> Scarlets (2026 - 2026),,,https://all.rugby/player/harvey-cuckson,Worcester Warriors (2021 - 2022) -> Bath Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Bath Rugby (2023 - 2025) -> Worcester Warriors (2025 - 2025) -> Scarlets (2025 - 2025) -> Bath Rugby (2026 - 2026) -> Worcester Warriors (2026 - 2026) -> Scarlets (2026 - 2026),,,,,,Harvey ・ CUCKSON,urc
Hassane KOLINGAR,Hassane KOLINGAR,PR,ラシン92,186,116,1998.03.06,,,,RC Soisy Andilly Margency (2012 - 2013) -> Racing 92 (2013 - 2018) -> Rugby Club Vannes (2018 - 2018) -> Racing 92 (2019 - 2019) -> Rugby Club Vannes (2019 - 2019) -> Racing 92 (2019 - 2026),A,0,https://all.rugby/player/hassane-kolingar,,RC Soisy Andilly Margency (2012 - 2013) -> Racing 92 (2013 - 2018) -> Rugby Club Vannes (2018 - 2018) -> Racing 92 (2019 - 2019) -> Rugby Club Vannes (2019 - 2019) -> Racing 92 (2019 - 2026),France,France,https://all.rugby/player/hassane-kolingar,RC Soisy Andilly Margency (2012 - 2013) -> Racing 92 (2013 - 2018) -> Rugby Club Vannes (2018 - 2018) -> Racing 92 (2019 - 2019) -> Rugby Club Vannes (2019 - 2019) -> Racing 92 (2019 - 2026),RC Soisy Andilly Margency (2012 - 2013) -> Racing 92 (2013 - 2026) -> Rugby Club Vannes (2018 - ),,https://www.instagram.com/kolingar_h/,https://x.com/HassaneKolingar,https://www.facebook.com/Racing92Officiel/,ハッサヌ-コリンガル,top14
Hassiem PEAD,Hassiem ・ PEAD,SH,Lions,175.0,77.0,2005..,,,,,A,,https://all.rugby/player/hassiem-pead,,Golden Lions (2023 - 2025) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/hassiem-pead,Golden Lions (2023 - 2025) -> Lions Rugby (2025 - 2026),,,,,,Hassiem ・ PEAD,urc
Hector PATTERSON,Hector ・ PATTERSON,SH,Edimbourg,182.0,87.0,2005..,,,,,A,,https://all.rugby/player/hector-patterson,,Watsonian Rugby Club (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/hector-patterson,Watsonian Rugby Club (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),,,,,,Hector ・ PATTERSON,urc
Heiko POHLMANN,Heiko ・ POHLMANN,PR,Lions,185.0,128.0,2002.01.16,,,,,A,,https://all.rugby/player/heiko-pohlmann,,Lions Rugby (2020 - 2021) -> Golden Lions (2021 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/heiko-pohlmann,Lions Rugby (2020 - 2021) -> Golden Lions (2021 - 2024) -> Lions Rugby (2024 - 2026),,,,,,Heiko ・ POHLMANN,urc
Henco VAN WYK,Henco ・ ファン ・ WYK,CTB,Lions,180.0,92.0,2001.05.07,,,,,A,,https://all.rugby/player/henco-van-wyk,,Golden Lions (2020 - 2021) -> Lions Rugby (2021 - 2026),,,https://all.rugby/player/henco-van-wyk,Golden Lions (2020 - 2021) -> Lions Rugby (2021 - 2026),,,,,,Henco ・ ファン ・ WYK,urc
Hencus VAN WYK,Hencus ・ ファン ・ WYK,PR,Stormers,183.0,120.0,1992.03.02,,,,,A,,https://all.rugby/player/hencus-van-wyk,,Bulls (2015 - 2016) -> Lions Rugby (2016 - 2017) -> Sunwolves (2017 - 2019) -> Central Cheetahs (2019 - 2019) -> Sunwolves (2020 - 2020) -> Central Cheetahs (2020 - 2020) -> Free State Cheetahs (2020 - 2021) -> San Diego Legion (2021 - 2022) -> Central Cheetahs (2022 - 2025) -> Stormers (2025 - 2026),,,https://all.rugby/player/hencus-van-wyk,Bulls (2015 - 2016) -> Lions Rugby (2016 - 2017) -> Sunwolves (2017 - 2019) -> Central Cheetahs (2019 - 2019) -> Sunwolves (2020 - 2020) -> Central Cheetahs (2020 - 2020) -> Free State Cheetahs (2020 - 2021) -> San Diego Legion (2021 - 2022) -> Central Cheetahs (2022 - 2025) -> Stormers (2025 - 2026),,,,,,Hencus ・ ファン ・ WYK,urc
Henry BELL,Henry BELL,HO,Highlanders,178.0,107.0,1999.08.22,,,,,A,0,https://all.rugby/player/henry-bell,,Otago (2019 - 2025) -> Utah Warriors (2022 - 2023) -> Highlanders (2023 - ),,,https://all.rugby/player/henry-bell,オタゴ (2019 - 2025) -> Utah Warriors (2022 - 2023) -> ハイランダーズ (2023 - ),Otago (2019 - 2025) -> Utah Warriors (2022 - 2023) -> Highlanders (2023 - ),,,,,ヘンリー-ベル,
Henry IMMELMAN,Henry ・ IMMELMAN,FB,Bulls,190.0,103.0,1995.05.26,,,,,A,,https://all.rugby/player/henry-immelman,,Free State Cheetahs (2015 - 2016) -> Montpellier Hérault Rugby (2016 - 2021) -> Edimbourg Rugby (2021 - 2023) -> Bulls (2023 - 2024) -> Sharks (2024 - 2024) -> Bulls (2025 - 2025) -> Sharks (2025 - 2025) -> Bulls (2025 - 2026),,,https://all.rugby/player/henry-immelman,Free State Cheetahs (2015 - 2016) -> Montpellier Hérault Rugby (2016 - 2021) -> Edimbourg Rugby (2021 - 2023) -> Bulls (2023 - 2024) -> Sharks (2024 - 2024) -> Bulls (2025 - 2025) -> Sharks (2025 - 2025) -> Bulls (2025 - 2026),,,,,,Henry ・ IMMELMAN,urc
Henry KESTERTON,Henry ・ KESTERTON,CTB,Edimbourg,,,,,,,,A,,https://all.rugby/player/henry-kesterton,,Heriot's Rugby Club (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/henry-kesterton,Heriot's Rugby Club (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,,,,Henry ・ KESTERTON,urc
Henry MCERLEAN,Henry ・ MCERLEAN,FB,Leinster,183.0,87.0,2003.02.13,,,,,A,,https://all.rugby/player/henry-mcerlean,,Leinster Rugby (2022 - 2026),,,https://all.rugby/player/henry-mcerlean,Leinster Rugby (2022 - 2026),,,,,,Henry ・ MCERLEAN,urc
Henry PALMER,Henry PALMER,WTB,Western Force,,,2003.07.05,,,,,A,0,https://all.rugby/player/henry-palmer,,Western Force (2024 - ),,,https://all.rugby/player/henry-palmer,ウェスタン・フォース (2024 - ),Western Force (2024 - ),,,,,ヘンリー・パルマー,
Henry ROBERTSON,Henry ROBERTSON,SH,Western Force,180.0,82.0,1999.10.22,,,,,A,0,https://all.rugby/player/henry-robertson,,New South Wales Country Eagles (2018 - 2019) -> New South Wales Waratahs (2019 - 2022) -> Sydney University Football Club (2020 - 2021) -> Western Force (2022 - ),,,https://all.rugby/player/henry-robertson,New South Wales Country Eagles (2018 - 2019) -> ワラターズ (2019 - 2022) -> ウェスタン・フォース (2022 - ),New South Wales Country Eagles (2018 - 2019) -> New South Wales Waratahs (2019 - 2022) -> Western Force (2022 - ),,,,,ヘンリー・ロバートソン,
Henry Tasesa VOLKMAN,Henry ・ Tasesa ・ VOLKMAN,LO,Trévise,200.0,125.0,,,,,,A,,https://all.rugby/player/henry-tasesa-volkman,,Canberra Royals (2024 - 2025) -> Benetton Rugby Trévise (2025 - 2026),,,https://all.rugby/player/henry-tasesa-volkman,Canberra Royals (2024 - 2025) -> Benetton Rugby Trévise (2025 - 2026),,,,,,Henry ・ Tasesa ・ VOLKMAN,urc
Henry THOMAS,Henry ・ トーマス,PR,Scarlets,188.0,120.0,1991.10.30,,,,,A,,https://all.rugby/player/henry-thomas,,Sale Sharks (2013 - 2014) -> Bath Rugby (2014 - 2021) -> Montpellier Hérault Rugby (2021 - 2023) -> Castres Olympique (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Castres Olympique (2024 - 2024) -> Scarlets (2024 - 2026),England,England,https://all.rugby/player/henry-thomas,Sale Sharks (2013 - 2014) -> Bath Rugby (2014 - 2021) -> Montpellier Hérault Rugby (2021 - 2023) -> Castres Olympique (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Castres Olympique (2024 - 2024) -> Scarlets (2024 - 2026),,,,,,Henry ・ トーマス,urc
Henry WALKER,Henry ・ WALKER,HO,Ulster,187.0,100.0,2005..,,,,,A,,https://all.rugby/player/henry-walker-,,Ulster Rugby (2023 - 2026),,,https://all.rugby/player/henry-walker-,Ulster Rugby (2023 - 2026),,,,,,Henry ・ WALKER,urc
Henry WIDDOWSON,Henry ・ WIDDOWSON,FB,Edimbourg,188.0,90.0,2007..,,,,,A,,https://all.rugby/player/henry-widdowson,,Merchiston Castle School (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/henry-widdowson,Merchiston Castle School (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,,,,Henry ・ WIDDOWSON,urc
Heremaia MURRAY,Heremaia MURRAY,WTB,Reds,188.0,94.0,2000.01.11,,,,,A,0,https://all.rugby/player/heremaia-murray,,Auckland (2020 - 2021) -> Northland Taniwha (2021 - 2024) -> Crusaders (2023 - 2024) -> Queensland Reds (2024 - ),,,https://all.rugby/player/heremaia-murray,オークランド (2020 - 2021) -> ノースランド (2021 - 2024) -> クルセイダーズ (2023 - 2024) -> レッズ (2024 - ),Auckland (2020 - 2021) -> Northland Taniwha (2021 - 2024) -> Crusaders (2023 - 2024) -> Queensland Reds (2024 - ),,,,,ヘレマイア-マレー,
Herschel JANTJIES,Herschel JANTJIES,SH,バイヨンヌ,167,77,1996.04.22,,,,Scarlets (2017 - 2017) -> Stormers (2017 - 2017) -> Scarlets (2018 - 2018) -> Stormers (2018 - 2025) -> Aviron Bayonnais (2025 - 2026),A,0,https://all.rugby/player/herschel-jantjies,,Scarlets (2017 - 2017) -> Stormers (2017 - 2017) -> Scarlets (2018 - 2018) -> Stormers (2018 - 2025) -> Aviron Bayonnais (2025 - 2026),South Africa,South Africa,https://all.rugby/player/herschel-jantjies,Scarlets (2017 - 2017) -> Stormers (2017 - 2017) -> Scarlets (2018 - 2018) -> Stormers (2018 - 2025) -> Aviron Bayonnais (2025 - 2026),Scarlets (2017 - 2018) -> Stormers (2017 - 2025) -> Aviron Bayonnais (2025 - ),,,,,ハーシェル-ヤンキース,top14
Hoani BOSMORIN,Hoani BOSMORIN,WTB,ラ・ロシェル,184,85,//2004,,,,Stade Rochelais (2010 - 2026),A,0,https://all.rugby/player/hoani-bosmorin,,Stade Rochelais (2010 - 2026),,,https://all.rugby/player/hoani-bosmorin,Stade Rochelais (2010 - 2026),Stade Rochelais (2010 - ),Française,https://www.instagram.com/hoani.bosmorin,https://twitter.com/hashtag/fievresr,https://www.facebook.com/staderochelais,ホアニ-ビスモラン,top14
Hoskins SOTUTU,Hoskins SOTUTU,FL/No8,Blues,192.0,106.0,1998.07.12,,,,,A,0,https://all.rugby/player/hoskins-sotutu,,Blues (2018 - 2026) -> Auckland (2019 - 2020) -> Counties Manukau Steelers (2020 - ),New Zealand,New Zealand,https://all.rugby/player/hoskins-sotutu,ブルーズ (2018 - 2026) -> オークランド (2019 - 2020) -> カウンティーズ・マヌカウ (2020 - ),Blues (2018 - 2026) -> Auckland (2019 - 2020) -> Counties Manukau Steelers (2020 - ),,,,,ホスキンス-ソトゥトゥ,
Hudson CREIGHTON,Hudson CREIGHTON,CTB,Brumbies,182.0,90.0,2000.03.21,,,,,A,0,https://all.rugby/player/hudson-creighton,,Brothers Rugby Club (2019 - 2020) -> Queensland Reds (2020 - 2021) -> Brumbies (2021 - 2026) -> Otago (2023 - ),,,https://all.rugby/player/hudson-creighton,Brothers Rugby Club (2019 - 2020) -> レッズ (2020 - 2021) -> ブランビーズ (2021 - 2026) -> オタゴ (2023 - ),Brothers Rugby Club (2019 - 2020) -> Queensland Reds (2020 - 2021) -> Brumbies (2021 - 2026) -> Otago (2023 - ),,,,,ハドソン-クレイトン,
Hudson NEVIN,Hudson ・ NEVIN,PR,Scarlets,188.0,113.0,,,,,,A,,https://all.rugby/player/hudson-nevin,,Scarlets (2025 - 2026),,,https://all.rugby/player/hudson-nevin,Scarlets (2025 - 2026),,,,,,Hudson ・ NEVIN,urc
Hugh COONEY,Hugh ・ COONEY,CTB,Leinster,182.0,92.0,2003.06.26,,,,,A,,https://all.rugby/player/hugh-cooney,,Leinster Rugby (2022 - 2026),,,https://all.rugby/player/hugh-cooney,Leinster Rugby (2022 - 2026),,,,,,Hugh ・ COONEY,urc
Hugh GAVIN,Hugh ・ GAVIN,CTB,Connacht,192.0,103.0,2004.01.10,,,,,A,,https://all.rugby/player/hugh-gavin,,Connacht Rugby (2022 - 2026),,,https://all.rugby/player/hugh-gavin,Connacht Rugby (2022 - 2026),,,,,,Hugh ・ GAVIN,urc
Hugh RENTON,Hugh RENTON,FL/No8,Highlanders,193.0,114.0,1996.05.12,,,,,A,0,https://all.rugby/player/hugh-renton,,Hurricanes (2016 - 2017) -> Tasman Mako (2019 - 2023) -> Highlanders (2020 - 2026) -> Hawke's Bay Magpies (2023 - ),,,https://all.rugby/player/hugh-renton,ハリケーンズ (2016 - 2017) -> タスマン (2019 - 2023) -> ハイランダーズ (2020 - 2026) -> ホークスベイ (2023 - ),Hurricanes (2016 - 2017) -> Tasman Mako (2019 - 2023) -> Highlanders (2020 - 2026) -> Hawke's Bay Magpies (2023 - ),,,,,ヒュー-レントン,
Hugo AURADOU,Hugo AURADOU,LO,ポー,200,105,2003.07.20,,,,CA Sarlat Périgord Noir (2010 - 2014) -> Stade Montois Rugby Pro (2014 - 2020) -> Section Paloise Béarn Pyrénées (2020 - 2026),A,0,https://all.rugby/player/hugo-auradou,,CA Sarlat Périgord Noir (2010 - 2014) -> Stade Montois Rugby Pro (2014 - 2020) -> Section Paloise Béarn Pyrénées (2020 - 2026),France,France,https://all.rugby/player/hugo-auradou,CA Sarlat Périgord Noir (2010 - 2014) -> Stade Montois Rugby Pro (2014 - 2020) -> Section Paloise Béarn Pyrénées (2020 - 2026),CA Sarlat Périgord Noir (2010 - 2014) -> Stade Montois Rugby Pro (2014 - 2020) -> Section Paloise Béarn Pyrénées (2020 - ),,,,,ユーゴー-オーラドゥ,top14
Hugo DJEHI,Hugo DJEHI,PR,ヴァンヌ,183,115,1998.06.30,,,,US Colomiers (2010 - 2024) -> Rugby Club Vannes (2024 - 2026),A,0,https://all.rugby/player/hugo-djehi,,US Colomiers (2010 - 2024) -> Rugby Club Vannes (2024 - 2026),,,https://all.rugby/player/hugo-djehi,US Colomiers (2010 - 2024) -> Rugby Club Vannes (2024 - 2026),US Colomiers (2010 - 2024) -> Rugby Club Vannes (2024 - ),French,https://www.instagram.com/allrugbycom/,https://x.com/AllRugbyCom,https://www.facebook.com/allrugbycom/,ユーゴー・ジェイ,top14
Hugo GONZÁLEZ,Hugo GONZÁLEZ,PR,バイヨンヌ,184,119,//2005,,,,Complutense Cisneros (2023 - 2025) -> Aviron Bayonnais (2025 - 2026),A,0,https://all.rugby/player/hugo-gonzalez,,Complutense Cisneros (2023 - 2025) -> Aviron Bayonnais (2025 - 2026),Spain,Spain,https://all.rugby/player/hugo-gonzalez,Complutense Cisneros (2023 - 2025) -> Aviron Bayonnais (2025 - 2026),Complutense Cisneros (2023 - 2025) -> Aviron Bayonnais (2025 - ),,,,,ユーゴー-ゴンザレス,top14
Hugo KEENAN,ヒューゴ ・ KEENAN,FB,Leinster,185.0,92.0,1996.06.18,,,,,A,,https://all.rugby/player/hugo-keenan,,Leinster Rugby (2016 - 2026),Ireland,Ireland,https://all.rugby/player/hugo-keenan,Leinster Rugby (2016 - 2026),,,,,,ヒューゴ ・ KEENAN,urc
Hugo MCLAUGHLIN,ヒューゴ ・ MCLAUGHLIN,Winger,Leinster,181.0,90.0,2004..,,,,,A,,https://all.rugby/player/hugo-mclaughlin,,Lansdowne FC (2023 - 2024) -> Leinster Rugby (2024 - 2026),,,https://all.rugby/player/hugo-mclaughlin,Lansdowne FC (2023 - 2024) -> Leinster Rugby (2024 - 2026),,,,,,ヒューゴ ・ MCLAUGHLIN,urc
Hugo PARROU,Hugo PARROU,PR,ポー,183,110,2003.01.28,,,,Entente Bazet Andrest (2007 - 2016) -> Stado Tarbes Pyrénées Rugby (2016 - 2021) -> Section Paloise Béarn Pyrénées (2021 - 2026),A,0,https://all.rugby/player/hugo-parrou,,Entente Bazet Andrest (2007 - 2016) -> Stado Tarbes Pyrénées Rugby (2016 - 2021) -> Section Paloise Béarn Pyrénées (2021 - 2026),,,https://all.rugby/player/hugo-parrou,Entente Bazet Andrest (2007 - 2016) -> Stado Tarbes Pyrénées Rugby (2016 - 2021) -> Section Paloise Béarn Pyrénées (2021 - 2026),Entente Bazet Andrest (2007 - 2016) -> Stado Tarbes Pyrénées Rugby (2016 - 2021) -> Section Paloise Béarn Pyrénées (2021 - ),,,,,ユーゴー・パルー,top14
Hugo PLUMMER,Hugo PLUMMER,LO,Hurricanes,198.0,119.0,2000.08.25,,,,,A,0,https://all.rugby/player/hugo-plummer,,Wellington Lions (2021 - 2025) -> Hurricanes (2022 - 2026) -> Highlanders (2023 - ),,,https://all.rugby/player/hugo-plummer,ウェリントン (2021 - 2025) -> ハリケーンズ (2022 - 2026) -> ハイランダーズ (2023 - ),Wellington Lions (2021 - 2025) -> Hurricanes (2022 - 2026) -> Highlanders (2023 - ),,,,,ユーゴー・プラマー,
Hugo REUS,Hugo REUS,SO,ペルピニャン,184,85,2004.02.21,,,,Club Athlétique Ribéracois (2009 - 2013) -> CA Périgueux Dordogne (2013 - 2018) -> Union Bordeaux-Bègles (2018 - 2022) -> Stade Rochelais (2022 - 2024) -> Montpellier Hérault Rugby (2024 - 2024) -> Stade Rochelais (2025 - 2025) -> Montpellier Hérault Rugby (2025 - 2025) -> Union Sportive Arlequins Perpignanais (2025 - 2025) -> Montpellier Hérault Rugby (2026 - 2026) -> Union Sportive Arlequins Perpignanais (2026 - 2026),A,0,https://all.rugby/player/hugo-reus,,Club Athlétique Ribéracois (2009 - 2013) -> CA Périgueux Dordogne (2013 - 2018) -> Union Bordeaux-Bègles (2018 - 2022) -> Stade Rochelais (2022 - 2024) -> Montpellier Hérault Rugby (2024 - 2024) -> Stade Rochelais (2025 - 2025) -> Montpellier Hérault Rugby (2025 - 2025) -> Union Sportive Arlequins Perpignanais (2025 - 2025) -> Montpellier Hérault Rugby (2026 - 2026) -> Union Sportive Arlequins Perpignanais (2026 - 2026),,,https://all.rugby/player/hugo-reus,Club Athlétique Ribéracois (2009 - 2013) -> CA Périgueux Dordogne (2013 - 2018) -> Union Bordeaux-Bègles (2018 - 2022) -> Stade Rochelais (2022 - 2024) -> Montpellier Hérault Rugby (2024 - 2024) -> Stade Rochelais (2025 - 2025) -> Montpellier Hérault Rugby (2025 - 2025) -> Union Sportive Arlequins Perpignanais (2025 - 2025) -> Montpellier Hérault Rugby (2026 - 2026) -> Union Sportive Arlequins Perpignanais (2026 - 2026),Club Athlétique Ribéracois (2009 - 2013) -> CA Périgueux Dordogne (2013 - 2018) -> Union Bordeaux-Bègles (2018 - 2022) -> Stade Rochelais (2022 - 2025) -> Montpellier Hérault Rugby (2024 - 2026) -> Union Sportive Arlequins Perpignanais (2025 - ),French,https://www.instagram.com/allrugbycom/,https://x.com/AllRugbyCom,https://www.facebook.com/allrugbycom/,ユーゴー-リュス,top14
Hunter PAISAMI,Hunter PAISAMI,CTB,Reds,172.0,91.0,1998.04.10,,,,,A,0,https://all.rugby/player/hunter-paisami,,Brisbane City (2018 - 2019) -> Queensland Reds (2019 - ),Samoa,Samoa,https://all.rugby/player/hunter-paisami,ブリスベン・シティ (2018 - 2019) -> レッズ (2019 - ),Brisbane City (2018 - 2019) -> Queensland Reds (2019 - ),,,,,ハンター-パイサミ,
Huw ANDERSON,Huw ・ ANDERSON,FB,Dragons,178.0,85.0,2004..,,,,,A,,https://all.rugby/player/huw-anderson,,Dragons RFC (2022 - 2026),,,https://all.rugby/player/huw-anderson,Dragons RFC (2022 - 2026),,,,,,Huw ・ ANDERSON,urc
Huw JONES,Huw ・ JONES,CTB,Glasgow,186.0,102.0,1993.12.17,,,,,A,,https://all.rugby/player/huw-jones,,Stormers (2014 - 2016) -> Glasgow Warriors (2017 - 2021) -> Harlequins (2021 - 2022) -> Glasgow Warriors (2022 - 2026),Scotland,Scotland,https://all.rugby/player/huw-jones,Stormers (2014 - 2016) -> Glasgow Warriors (2017 - 2021) -> Harlequins (2021 - 2022) -> Glasgow Warriors (2022 - 2026),,,,,,Huw ・ JONES,urc
Huw SUTTON,Huw ・ SUTTON,LO,Ospreys,199.0,122.0,1999.11.17,,,,,A,,https://all.rugby/player/huw-sutton,,Ospreys (2021 - 2026),,,https://all.rugby/player/huw-sutton,Ospreys (2021 - 2026),,,,,,Huw ・ SUTTON,urc
Iacopo BIANCHI,Iacopo ・ BIANCHI,Back row,Zebre,188.0,108.0,1998.05.05,,,,,A,,https://all.rugby/player/iacopo-bianchi,,Zebre Parma (2018 - 2026),,,https://all.rugby/player/iacopo-bianchi,Zebre Parma (2018 - 2026),,,,,,Iacopo ・ BIANCHI,urc
Iain HENDERSON,Iain ・ HENDERSON,LO,Ulster,199.0,119.0,1992.02.21,,,,,A,,https://all.rugby/player/iain-henderson,,Ulster Rugby (2013 - 2026),Ireland,Ireland,https://all.rugby/player/iain-henderson,Ulster Rugby (2013 - 2026),,,,,,Iain ・ HENDERSON,urc
Iakopo MAPU,Iakopo MAPU,FL/NO8,スタッド・フランセ,183,106,1997.11.04,,,,Kia Toa (2023 - 2024) -> Northampton Saints (2024 - 2025) -> Stade Français Paris Rugby (2025 - 2026),A,0,https://all.rugby/player/iakopo-petelo-mapu,,Kia Toa (2023 - 2024) -> Northampton Saints (2024 - 2025) -> Stade Français Paris Rugby (2025 - 2026),Samoa,Samoa,https://all.rugby/player/iakopo-petelo-mapu,Kia Toa (2023 - 2024) -> Northampton Saints (2024 - 2025) -> Stade Français Paris Rugby (2025 - 2026),Kia Toa (2023 - 2024) -> Northampton Saints (2024 - 2025) -> Stade Français Paris Rugby (2025 - ),,https://www.instagram.com/iaks_mapu/?hl=fr,https://x.com/SFParisRugby,https://www.facebook.com/SFPARIS/,イアコポ-マプ,top14
Ibrahim DIALLO,Ibrahim DIALLO,FL/NO8,ラシン92,193,109,1998.01.23,,,,AAS Sarcelles Rugby (2008 - 2014) -> Racing 92 (2014 - 2026),A,0,https://all.rugby/player/ibrahim-diallo,,AAS Sarcelles Rugby (2008 - 2014) -> Racing 92 (2014 - 2026),,,https://all.rugby/player/ibrahim-diallo,AAS Sarcelles Rugby (2008 - 2014) -> Racing 92 (2014 - 2026),AAS Sarcelles Rugby (2008 - 2014) -> Racing 92 (2014 - ),,https://www.instagram.com/iboudiallo_/,https://x.com/iboudiallo_,https://www.facebook.com/Racing92Officiel/,イブラヒム-ディアロ,top14
