英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Vea Taumoefolau,ヴェア ・タモエフォラウ,PR,東芝ブレイブルーパス東京（2025-26）,186,123,2001.11.05,24,札幌山の手高校,京都産業大学,札幌山の手高校 京都産業大学,A,3,https://league-one.jp/player/484385,,,,,,25/26 Japan Rugby League One - Division 1 (8G)
Senfu Kamei,亀井 茜風,LO,東芝ブレイブルーパス東京（2025-26）,193,110,2001.06.12,24,長崎北陽台高校,明治大学,長崎県立長崎北陽台高等学校 明治大学,A,0,https://league-one.jp/player/484386,,,,,,No Data
Rye On Yoon,尹 礼温,FL,東芝ブレイブルーパス東京（2025-26）,184,104,2001.06.30,24,大阪朝鮮高校,帝京大学,大阪朝鮮高校 帝京大学,A,0,https://league-one.jp/player/484387,,,,,,No Data
Afu Ofeina,アフ ・オフィナ,FL,東芝ブレイブルーパス東京（2025-26）,187,113,2000.06.18,25,東海大学付属福岡高校,東海大学,東海大学付属福岡高等学校 東海大学,A,3,https://league-one.jp/player/484388,,,,,,25/26 Japan Rugby League One - Division 1 (7G)
Shotaro Ikedo,池戸 将太郎,SH,東芝ブレイブルーパス東京（2025-26）,180,90,2001.06.03,24,東海大学付属相模高校,明治大学,東海大学付属相模高等学校 明治大学,A,4,https://league-one.jp/player/484389,,,,,,24/25 Japan Rugby League One - Division 1 (5G)
Rei Ishioka,石岡 玲英,WTB,東芝ブレイブルーパス東京（2025-26）,177,85,2001.09.22,24,御所実業高校,法政大学,奈良県立御所実業高等学校 法政大学,A,1,https://league-one.jp/player/484390,,,,,,25/26 Japan Rugby League One - Division 1 (6G/1T)
Stephanus Du Toit,ステファーナス ・ドゥトイ,UTB,東芝ブレイブルーパス東京（2025-26）,185,96,2001.03.23,24,PaarlGimnasiumHighSchool,流通経済大学,PaarlGimnasiumHighSchool 流通経済大学,A,0,https://league-one.jp/player/484391,,,,,,25/26 Japan Rugby League One - Division 1 (3G)
Shohei Ito,伊藤 鐘平,LO,東芝ブレイブルーパス東京（2025-26）,190,108,1997.05.01,28,札幌山の手高校,京都産業大学,札幌山の手高校 京都産業大学,A,56,https://league-one.jp/player/485501,,,'17 U20、'25 XV,,,25/26 Japan Rugby League One - Division 1 (4G) -> 24/25 Japan Rugby League One - Division 1 (20G) -> 23/24 Japan Rugby League One - Division 1 (16G) -> 22/23 Japan Rugby League One - Division 1 (13G) -> 21/22 Japan Rugby League One - Division 1 (8G)
Mark Telea,マーク ・テレア,WTB,トヨタヴェルブリッツ（2025-26）,186,94,1996.12.06,29,マッセーハイスクール,,マッセーハイスクール,C,3,https://league-one.jp/player/484444,,,,,,25/26 Japan Rugby League One - Division 1 (7G/2T) -> 24/25 Super Rugby Pacific (13G/6T) -> Autumn Nations Series 3 0 0 (3G) -> 23/24 Super Rugby Pacific (15G/9T) -> Rugby World Cup 2 0 2 (3G) -> Rugby Championship 1 0 3 (1G) -> 22/23 Super Rugby Pacific (13G/12T) -> Rugby Championship 2 0 0 (1G) -> 21/22 Super Rugby Pacific (14G/3T) -> 20/21 Super Rugby Aotearoa (6G/1T) -> Super Rugby Trans-Tasman 5 0 0 (3G) -> 19/20 Super Rugby (7G/5T) -> Super Rugby Aotearoa 5 0 2 (2G)
Hamdahn Tuipulotu,ハムダン ・トゥイプロトゥ,PR,トヨタヴェルブリッツ（2025-26）,182,125,2000.03.21,25,セント・ピーターズ,カレッジ,セント・ピーターズ カレッジ,B,2,https://league-one.jp/player/484445,,,,,,25/26 Japan Rugby League One - Division 1 (5G) -> 24/25 Super Rugby Pacific (2G) -> 23/24 Southland (8G) -> 22/23 Southland (3G) -> 21/22 Auckland (4G)
Harrison Goggin,ハリソン ・ゴギン,LO,トヨタヴェルブリッツ（2025-26）,206,126,2001.05.22,24,セントジョセフズナジーカレッジ,,セントジョセフズナジーカレッジ,B,1,https://league-one.jp/player/484446,,,,,,25/26 Japan Rugby League One - Division 1 (2G)
Schalk Erasmus,スカルク ・エラスマス,HO,トヨタヴェルブリッツ（2025-26）,184,109,1998.04.16,27,ステレンボッシュカレッジ,,ステレンボッシュカレッジ,B,16,https://league-one.jp/player/484447,,,United Rugby Championship(1CAP),,,25/26 Japan Rugby League One - Division 1 (5G/1T) -> 24/25 Japan Rugby League One - Division 1 (2G) -> 23/24 Japan Rugby League One - Division 1 (8G/4T) -> 22/23 Japan Rugby League One - Division 1 (7G/1T) -> 21/22 United Rugby Championship (1G) -> 20/21 Rainbow Cup SA (5G/1T) -> Rainbow Cup 0 0 1 
Jone Kerevi,ジョネ ・ケレビ,HO,トヨタヴェルブリッツ（2025-26）,184,108,1998.08.22,27,天理大学高校,,天理大学,A,9,https://league-one.jp/player/484448,,,,,,24/25 Japan Rugby League One - Division 2 (7G/1T) -> Japan Rugby League One - Division 1 1 0 1 
Aidan Morgan,エイダン ・モーガン,SO,トヨタヴェルブリッツ（2025-26）,172,81,2001.06.07,24,キングスカレッジ,,キングスカレッジ,B,0,https://league-one.jp/player/484449,,,United Rugby Championship(13CAP),,,25/26 Japan Rugby League One - Division 1 (2G) -> 24/25 United Rugby Championship (13G/2T) -> Champions Cup 0 0 4  -> 23/24 Super Rugby Pacific (3G) -> 22/23 Super Rugby Pacific (11G/2T) -> 21/22 Super Rugby Pacific (10G/2T) -> 20/21 Wellington (6G/1T) -> 19/20 Wellington (5G)
Semisi Tupou,セミシ ・トゥポウ,WTB,トヨタヴェルブリッツ（2025-26）,190,94,1999.06.29,26,セントジョセフナッジー,,セントジョセフナッジー,A,34,https://league-one.jp/player/484450,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (13G/4T) -> 23/24 Japan Rugby League One - Division 1 (10G) -> 22/23 Japan Rugby League One - Division 1 (4G/1T) -> 21/22 Japan Rugby League One - Division 1 (9G/5T) -> 18/19 Super Rugby (3G) -> 17/18 Super Rugby (5G/1T) -> 16/17 Super Rugby (1G)
Keito Aoki,青木 恵斗,FL,トヨタヴェルブリッツ（2025-26）,187,110,2002.06.14,23,桐蔭学園高校,帝京大学,桐蔭学園 帝京,A,11,https://league-one.jp/player/484451,,,'24 XV、'25 XV,,,25/26 Japan Rugby League One - Division 1 (7G/2T) -> 24/25 Japan Rugby League One - Division 1 (8G/1T)
Hanjiro Hirai,平井 半次郎,PR,トヨタヴェルブリッツ（2025-26）,180,108,2002.12.13,23,御所実業高校,帝京大学,御所実業 帝京,A,0,https://league-one.jp/player/484452,,,,,,25/26 Japan Rugby League One - Division 1 (5G)
Nicholas McCurran,ニコラス ・マクカラン,CTB,トヨタヴェルブリッツ（2025-26）,189,94,1996.06.13,29,ハミルトンボーイズ,帝京大学,ハミルトンボーイズ 帝京,A,53,https://league-one.jp/player/484453,,,日本代表7CAP,,,Not Found
Rikiya Matsuda,松田 力也,SO,トヨタヴェルブリッツ（2025-26）,181,92,1994.05.03,31,伏見工業高校,帝京大学,伏見工業 帝京,A,59,https://league-one.jp/player/484454,,,'13 U23、日本代表39CAP、Test Matchs(6CAP),,,25/26 Japan Rugby League One - Division 1 (6G/2T) -> 24/25 Japan Rugby League One - Division 1 (9G) -> 23/24 Japan Rugby League One - Division 1 (18G) -> Summer Nations Series 0 0 1  -> Rugby World Cup 2 0 2  -> 22/23 Japan Rugby League One - Division 1 (17G/1T) -> 21/22 Japan Rugby League One - Division 1 (13G/1T) -> Autumn Nations Cup 0 0 2  -> 20/21 Test Matchs (2G) -> 19/20 Test Matchs (1G) -> Rugby World Cup 4 0 1  -> 18/19 Super Rugby (5G/1T) -> Pacific Nations Cup 3 0 0  -> 17/18 Super Rugby (3G) -> 16/17 Super Rugby (2G) -> 15/16 Test Matchs (3G)
Issa Yamakawa,山川 一瑳,LO,トヨタヴェルブリッツ（2025-26）,190,103,2000.07.05,25,常翔学園高校,帝京大学,常翔学園 帝京,A,2,https://league-one.jp/player/484455,,,'20 U23,,,23/24 Japan Rugby League One - Division 1 (3G)
Dick Wilson,ディック ・ウィルソン,CTB,トヨタヴェルブリッツ（2025-26）,180,96,1996.09.02,29,アオレレ,,アオレレ,A,33,https://league-one.jp/player/484456,,,,,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (7G) -> 23/24 Japan Rugby League One - Division 1 (10G/2T) -> 22/23 Japan Rugby League One - Division 1 (3G) -> 21/22 Japan Rugby League One - Division 3 (8G/2T) -> Japan Rugby League One - Division 2 2 0 0 (1G)
Kaisei Tamura,田村 魁世,SH,トヨタヴェルブリッツ（2025-26）,171,80,1999.12.15,26,桐蔭学園高校,同志社大学,桐蔭学園 同志社,A,5,https://league-one.jp/player/484457,,,'17 高校、'19 U20、'19 U23,,,25/26 Japan Rugby League One - Division 1 (6G/1T) -> 24/25 Japan Rugby League One - Division 1 (2G) -> 22/23 Southland (2G)
Ryusei Koike,小池 隆成,FL,トヨタヴェルブリッツ（2025-26）,188,106,1999.11.18,26,東京高校,東海大学,東京 東海,A,19,https://league-one.jp/player/484458,,,'19 U20、'19 U23、'20 U23,,,24/25 Japan Rugby League One - Division 1 (4G) -> 23/24 Japan Rugby League One - Division 1 (15G) -> 22/23 Japan Rugby League One - Division 1 (2G)
Ryunosuke Momoji,百地 龍之介,PR,トヨタヴェルブリッツ（2025-26）,175,108,1999.09.03,26,東海大大阪仰星高校,立命館大学,東海大仰星 立命館,A,17,https://league-one.jp/player/484459,,,'17 高校、'18 U20、'19 U20、'19 U23,,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (14G) -> 23/24 Japan Rugby League One - Division 1 (1G) -> 22/23 Japan Rugby League One - Division 1 (3G)
Taichi Takahashi,高橋 汰地,WTB,トヨタヴェルブリッツ（2025-26）,180,91,1996.06.24,29,常翔学園高校,明治大学,常翔学園 明治,A,55,https://league-one.jp/player/484460,,,日本代表2CAP,,,25/26 Japan Rugby League One - Division 1 (8G/3T) -> 24/25 Japan Rugby League One - Division 1 (16G/6T) -> 23/24 Japan Rugby League One - Division 1 (14G/13T) -> 22/23 Japan Rugby League One - Division 1 (16G/10T) -> 21/22 Japan Rugby League One - Division 1 (6G/5T)
Yuki Okada,岡田 優輝,CTB,トヨタヴェルブリッツ（2025-26）,181,92,1995.07.13,30,大阪桐蔭高校,帝京大学,大阪桐蔭 帝京,A,33,https://league-one.jp/player/484461,,,'15 U20、'15 U23,,,24/25 Japan Rugby League One - Division 1 (6G) -> 23/24 Japan Rugby League One - Division 1 (9G/2T) -> 22/23 Japan Rugby League One - Division 1 (9G) -> 21/22 Japan Rugby League One - Division 1 (10G/3T)
Masahiro Kitamura,北村 将大,SO,トヨタヴェルブリッツ（2025-26）,171,80,1998.08.29,27,御所実業高校,帝京大学,御所実業 帝京,A,3,https://league-one.jp/player/484462,,,,,,22/23 Japan Rugby League One - Division 1 (1G) -> 21/22 Japan Rugby League One - Division 1 (2G)
Tiaan Falcon,ティアーン ・ファルコン,FB,トヨタヴェルブリッツ（2025-26）,181,90,1997.06.19,28,リンディスファーンカレッジ,,リンディスファーンカレッジ,A,40,https://league-one.jp/player/484463,,,,,,25/26 Japan Rugby League One - Division 1 (4G) -> 24/25 Japan Rugby League One - Division 1 (7G) -> 23/24 Japan Rugby League One - Division 1 (14G) -> 22/23 Japan Rugby League One - Division 1 (15G) -> 21/22 Japan Rugby League One - Division 1 (6G) -> 20/21 Hawke's Bay (6G) -> 19/20 Super Rugby (1G) -> 17/18 Super Rugby (3G)
Jongchu Ryang,梁 正秋,SH,トヨタヴェルブリッツ（2025-26）,171,76,1992.12.14,33,大阪朝鮮高校,京都産業大学,大阪朝鮮 京都産業,A,6,https://league-one.jp/player/484464,,,,,,24/25 Japan Rugby League One - Division 1 (3G/1T) -> 23/24 Japan Rugby League One - Division 1 (4G) -> 22/23 Japan Rugby League One - Division 1 (2G) -> 21/22 Japan Rugby League One - Division 1 (1G)
Kaito Shigeno,茂野 海人,SH,トヨタヴェルブリッツ（2025-26）,170,78,1990.11.21,35,江の川高校,大東文化大学,江の川 大東文化,A,44,https://league-one.jp/player/484465,,,日本代表16CAP、Test Matchs(3CAP),,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (15G/1T) -> 23/24 Japan Rugby League One - Division 1 (7G/1T) -> 22/23 Japan Rugby League One - Division 1 (14G/1T) -> 21/22 Japan Rugby League One - Division 1 (11G/1T) -> 20/21 Test Matchs (2G) -> 19/20 Test Matchs (1G) -> 18/19 Super Rugby (9G) -> Pacific Nations Cup 2 0 0  -> 17/18 Super Rugby (2G) -> 16/17 Super Rugby (7G/1T) -> 15/16 Super Rugby (11G/1T)
Kazuki Himeno,姫野 和樹,FL,トヨタヴェルブリッツ（2025-26）,187,109,1994.07.27,31,春日丘高校,帝京大学,春日丘 帝京,A,52,https://league-one.jp/player/484466,,,'12 高校、'13 U23、日本代表36CAP、Rugby World Cup(5CAP)、Test Matchs(3CAP),,,25/26 Japan Rugby League One - Division 1 (8G/2T) -> 24/25 Japan Rugby League One - Division 1 (8G/2T) -> Autumn Nations Series 0 0 2 (1G) -> 23/24 Japan Rugby League One - Division 1 (16G/2T) -> Summer Nations Series 0 0 1  -> Rugby World Cup 1 0 2 (1G) -> 22/23 Japan Rugby League One - Division 1 (13G/4T) -> Pacific Nations Cup 1 0 2  -> 21/22 Japan Rugby League One - Division 1 (12G/4T) -> 20/21 Super Rugby Aotearoa (5G/1T) -> Super Rugby Trans-Tasman 5 0 1 (1G) -> 19/20 Rugby World Cup (5G/1T) -> 18/19 Test Matchs (3G) -> Pacific Nations Cup 3 0 0 (1G) -> 17/18 Super Rugby (11G/2T)
Ryusei Kato,加藤 竜聖,HO,トヨタヴェルブリッツ（2025-26）,178,101,1997.01.14,28,石見智翠館高校,東海大学,石見智翠館 東海,A,46,https://league-one.jp/player/484467,,,,,,25/26 Japan Rugby League One - Division 1 (5G/1T) -> 24/25 Japan Rugby League One - Division 1 (12G/1T) -> 23/24 Japan Rugby League One - Division 1 (10G/2T) -> 22/23 Japan Rugby League One - Division 1 (12G/1T) -> 21/22 Japan Rugby League One - Division 1 (12G/1T)
Yoshikatsu Hikosaka,彦坂 圭克,HO,トヨタヴェルブリッツ（2025-26）,178,105,1991.01.18,34,春日丘高校,筑波大学,春日丘 筑波,A,58,https://league-one.jp/player/484468,,,'11 U20,,,25/26 Japan Rugby League One - Division 1 (6G/1T) -> 24/25 Japan Rugby League One - Division 1 (17G/9T) -> 23/24 Japan Rugby League One - Division 1 (12G/5T) -> 22/23 Japan Rugby League One - Division 1 (15G/11T) -> 21/22 Japan Rugby League One - Division 1 (11G/2T)
Gaku Shimizu,清水 岳,PR,トヨタヴェルブリッツ（2025-26）,174,107,1998.11.22,27,大阪桐蔭高校,帝京大学,大阪桐蔭 帝京,A,28,https://league-one.jp/player/484469,,,,,,24/25 Japan Rugby League One - Division 1 (4G) -> 23/24 Japan Rugby League One - Division 1 (10G) -> 22/23 Japan Rugby League One - Division 1 (3G) -> 21/22 Japan Rugby League One - Division 1 (11G)
Yusuke Kizu,木津 悠輔,PR,トヨタヴェルブリッツ（2025-26）,178,115,1995.12.02,30,由布高校,天理高校,由布 天理,A,41,https://league-one.jp/player/484470,,,'17 U23、日本代表6CAP、Pacific Nations Cup(3CAP),,,25/26 Japan Rugby League One - Division 1 (5G) -> 24/25 Japan Rugby League One - Division 1 (8G) -> 23/24 Japan Rugby League One - Division 1 (10G) -> 22/23 Japan Rugby League One - Division 1 (13G) -> 21/22 Japan Rugby League One - Division 1 (8G) -> 18/19 Pacific Nations Cup (3G)
Shogo Miura,三浦 昌悟,PR,トヨタヴェルブリッツ（2025-26）,180,115,1995.06.08,30,秋田工業高校,東海大学,秋田工業 東海,A,65,https://league-one.jp/player/484471,,,'15 U20、'15 U23、'17 U23、日本代表14CAP,,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (18G/1T) -> 23/24 Japan Rugby League One - Division 1 (16G/2T) -> Pacific Nations Cup 3 0 1  -> 22/23 Japan Rugby League One - Division 1 (16G) -> 21/22 Japan Rugby League One - Division 1 (12G) -> 18/19 Super Rugby (1G)
Josh Dickson,ジョシュ ・ディクソン,LO,トヨタヴェルブリッツ（2025-26）,200,117,1994.11.02,31,オタゴボーイズ,,オタゴボーイズ,B,33,https://league-one.jp/player/484472,,,,,,25/26 Japan Rugby League One - Division 1 (7G/1T) -> 24/25 Japan Rugby League One - Division 1 (18G/3T) -> 23/24 Japan Rugby League One - Division 1 (12G/2T) -> 22/23 Super Rugby Pacific (5G) -> 21/22 Super Rugby Pacific (13G/3T) -> 20/21 Super Rugby Aotearoa (8G/1T) -> Super Rugby Trans-Tasman 5 0 1 (1G) -> 19/20 Highlanders (3G) -> Super Rugby Aotearoa 1 0 2  -> 18/19 Highlanders (15G) -> 17/18 Highlanders (3G)
Kosei Miki,三木 皓正,FL,トヨタヴェルブリッツ（2025-26）,174,95,2002.01.22,23,京都成章高校,京都産業大学,京都成章 京都産業,A,12,https://league-one.jp/player/484473,,,,,,25/26 Japan Rugby League One - Division 1 (4G) -> 24/25 Japan Rugby League One - Division 1 (10G)
Takuma Nishino,西野 拓真,PR,トヨタヴェルブリッツ（2025-26）,186,113,2001.11.19,24,京都成章高校,帝京大学,京都成章 帝京,A,0,https://league-one.jp/player/484474,,,,,,No Data
Jingo Murata,村田 陣悟,FL,トヨタヴェルブリッツ（2025-26）,185,102,2002.02.22,23,京都成章高校,早稲田大学,京都成章 早稲田,A,0,https://league-one.jp/player/484475,,,,,,No Data
Taiga Kawasaki,川崎 太雅,PR,トヨタヴェルブリッツ（2025-26）,171,106,2001.05.10,24,東福岡高校,早稲田大学,東福岡 早稲田,A,5,https://league-one.jp/player/484476,,,,,,24/25 Japan Rugby League One - Division 1 (5G)
Shintaro Fukuzawa,福澤 慎太郎,HO,トヨタヴェルブリッツ（2025-26）,168,99,2001.09.20,24,本郷高校,慶應義塾大学,本郷 慶應義塾,A,0,https://league-one.jp/player/484477,,,,,,No Data
Aaron Smith,アーロン ・スミス,SH,トヨタヴェルブリッツ（2025-26）,171,83,1988.11.21,37,フィールディング,,フィールディング,C,35,https://league-one.jp/player/485368,,,,,,25/26 Japan Rugby League One - Division 1 (7G/1T) -> 24/25 Japan Rugby League One - Division 1 (16G/1T) -> 23/24 Japan Rugby League One - Division 1 (16G/8T) -> Rugby World Cup 4 0 2 (4G) -> 22/23 Super Rugby Pacific (9G/3T) -> Autumn Nations Cup 1 1 0 (2G) -> Rugby Championship 3 0 0 (2G) -> 21/22 Super Rugby Pacific (13G) -> Test Matchs 1 0 2  -> Rugby Championship 4 0 2  -> 20/21 Super Rugby Aotearoa (8G/1T) -> Super Rugby Trans-Tasman 4 0 1 (2G) -> Rugby Championship 1 0 0  -> 19/20 Highlanders (5G/1T) -> Super Rugby Aotearoa 3 0 5 (2G) -> Rugby World Cup 4 0 1 (2G) -> Tri Nations 2 0 1  -> 18/19 Highlanders (13G/2T) -> Rugby Championship 1 1 1  -> 17/18 Highlanders (15G/4T) -> Rugby Championship 4 0 1 (3G) -> 16/17 Highlanders (15G/1T) -> Rugby Championship 5 0 0 (1G) -> 15/16 Highlanders (16G/1T) -> Rugby World Cup 6 0 0 (1G) -> Rugby Championship 4 0 0  -> 14/15 Highlanders (17G/7T) -> Rugby Championship 1 0 1  -> 13/14 Highlanders (17G/4T) -> Rugby Championship 4 1 1 (1G/1T)
