闍ｱ隱槫錐,驕ｸ謇句錐,繝昴ず繧ｷ繝ｧ繝ｳ,謇螻槭メ繝ｼ繝,霄ｫ髟ｷ,菴馴㍾,逕溷ｹｴ譛域律,蟷ｴ鮨｢,鬮俶｡,螟ｧ蟄ｦ,蜃ｺ霄ｫ譬｡繝ｻ繝√ｼ繝豁ｴ(蜈ｨ譁),繧ｫ繝ざ繝ｪ,繝ｪ繝ｼ繧ｰ繝ｯ繝ｳ繧ｭ繝｣繝謨ｰ,URL,Text_Detail,繧ｭ繝｣繝ｪ繧｢驕肴ｭｴ,莉｣陦ｨ繧ｭ繝｣繝謨ｰ,International_Caps,Scraped_Url
Ben Gunter,繝吶Φ 繝ｻ繧ｬ繝ｳ繧ｿ繝ｼ,FL,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,195,120,1997.10.24,28,繝悶Μ繧ｹ繝吶Φ繝懊ｼ繧､繧ｺ繧ｫ繝ｬ繝ず,,繝悶Μ繧ｹ繝吶Φ繝懊ｼ繧､繧ｺ繧ｫ繝ｬ繝ず,A,43,https://league-one.jp/player/484055,,,譌･譛ｬ莉｣陦ｨ17CAP,,
Tsubasa Arai,譁ｰ莠 鄙ｼ,WTB,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,175,88,1997.07.14,28,豬∫ｵ悟､ｧ譟城ｫ俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,豬∫ｵ悟､ｧ譟城ｫ俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484056,,,,,
Dylan Riley,繝ぅ繝ｩ繝ｳ 繝ｻ繝ｩ繧､繝ｪ繝ｼ,CTB,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,187,102,1997.05.02,28,TheSouthportSchoolｼ医し繧ｦ繧ｹ繝昴ｼ繝磯ｫ俶｡ｼ蛾ｫ俶｡,,TheSouthportSchoolｼ医し繧ｦ繧ｹ繝昴ｼ繝磯ｫ俶｡ｼ,A,62,https://league-one.jp/player/484057,,,譌･譛ｬ莉｣陦ｨ38CAP,,
Sho Furuhata,蜿､逡 鄙,PR,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,185,118,1996.12.10,29,螟ｧ髦ｪ譯占発鬮俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,螟ｧ髦ｪ譯占発鬮俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,5,https://league-one.jp/player/484058,,,'25 XV縲∵律譛ｬ莉｣陦ｨ1CAP,,
Kazuma Shimane,蟲ｶ譬ｹ 荳逎ｨ,HO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,175,103,1996.11.30,29,螟ｩ逅ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,10,https://league-one.jp/player/484059,,,'19 U23,,
Koki Takeyama,遶ｹ螻ｱ 譎嚔,WTB,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,175,84,1996.09.25,29,蠕｡謇螳滓･ｭ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,56,https://league-one.jp/player/484060,,,'16 U23縲'17 U23縲∵律譛ｬ莉｣陦ｨ1CAP,,
Itsuki Onishi,螟ｧ隘ｿ 讓ｹ,FL,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,185,102,1995.12.09,30,譌ｭ蟾晏ｷ･鬮俶｡,豬∫ｵ悟､ｧ蟄ｦ,譌ｭ蟾晏ｷ･鬮俶｡ 豬∫ｵ悟､ｧ蟄ｦ,A,47,https://league-one.jp/player/484061,,,,,
Ryuji Noguchi,驥主哨 遶懷昇,FB,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,177,83,1995.07.15,30,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,58,https://league-one.jp/player/484062,,,'12 鬮俶｡縲'15 U20縲'15 U23縲'17 U23縲∵律譛ｬ莉｣陦ｨ14CAP,,
Taiki Koyama,蟆丞ｱｱ 螟ｧ霈,SH,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,171,74,1994.10.31,31,闃ｦ蛻･鬮俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,闃ｦ蛻･鬮俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,68,https://league-one.jp/player/484063,,,'12 鬮俶｡縲∵律譛ｬ莉｣陦ｨ7CAP,,
Takuya Yamasawa,螻ｱ豐｢ 諡謎ｹ,SO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,176,84,1994.09.21,31,豺ｱ隹ｷ鬮俶｡,遲第ｳ｢螟ｧ蟄ｦ,豺ｱ隹ｷ鬮俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,46,https://league-one.jp/player/484064,,,'13 U23縲∵律譛ｬ莉｣陦ｨ10CAP,,
Tomohito Miyakawa,螳ｮ蟾 譎ｺ豬ｷ,LO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,191,106,1994.09.06,31,遘狗伐蟾･鬮俶｡,髢｢譚ｱ蟄ｦ髯｢螟ｧ蟄ｦ,遘狗伐蟾･鬮俶｡ 髢｢譚ｱ蟄ｦ髯｢螟ｧ蟄ｦ,A,2,https://league-one.jp/player/484065,,,'12 鬮俶｡,,
Atsushi Sakate,蝮よ焔 豺ｳ蜿ｲ,HO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,180,104,1993.06.21,32,莠ｬ驛ｽ謌千ｫ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,莠ｬ驛ｽ謌千ｫ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,68,https://league-one.jp/player/484066,,,'13 U23縲∵律譛ｬ莉｣陦ｨ47CAP,,
Ryota Hasegawa,髟ｷ隹ｷ蟾 蟠壼､ｪ,FL,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,188,100,1993.05.12,32,譌･譛ｬ闊ｪ遨ｺ鬮俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,譌･譛ｬ闊ｪ遨ｺ鬮俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,36,https://league-one.jp/player/484067,,,,,
Shunsuke Nunomaki,蟶ｷｻ 蟲ｻ莉,FL,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,178,98,1992.07.13,33,譚ｱ遖丞ｲ｡鬮俶｡,譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,A,16,https://league-one.jp/player/484068,,,'10 鬮俶｡縲'11 U20縲∵律譛ｬ莉｣陦ｨ7CAP,,
Yuji Shimogama,荳矩∪ 蜆ｪ谺｡,HO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,178,102,1992.01.25,33,鮖ｿ蜈仙ｳｶ邇蛾ｾ埼ｫ俶｡,遲第ｳ｢螟ｧ蟄ｦ,鮖ｿ蜈仙ｳｶ邇蛾ｾ埼ｫ俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,2,https://league-one.jp/player/484069,,,,,
Craig Millar,繧ｯ繝ｬ繧､繧ｰ 繝ｻ繝溘Λ繝ｼ,PR,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,186,116,1990.10.29,35,繧ｪ繧ｿ繧ｴ繝懊ｼ繧､繧ｺ繝上う繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,繧ｪ繧ｿ繧ｴ螟ｧ蟄ｦ,繧ｪ繧ｿ繧ｴ繝懊ｼ繧､繧ｺ繝上う繧ｹ繧ｯ繝ｼ繝ｫ 繧ｪ繧ｿ繧ｴ螟ｧ蟄ｦ,A,67,https://league-one.jp/player/484070,,,譌･譛ｬ莉｣陦ｨ17CAP,,
Keita Inagaki,遞ｲ蝙｣ 蝠灘､ｪ,PR,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,186,116,1990.06.02,35,譁ｰ貎溷ｷ･讌ｭ鬮俶｡,髢｢譚ｱ蟄ｦ髯｢螟ｧ蟄ｦ,譁ｰ貎溷ｷ･讌ｭ鬮俶｡ 髢｢譚ｱ蟄ｦ髯｢螟ｧ蟄ｦ,A,50,https://league-one.jp/player/484071,,,'08 U20縲∵律譛ｬ莉｣陦ｨ53CAP,,
AsaeliAi Valu,繝ｴ繧｡繝ｫ 繧｢繧ｵ繧ｨ繝ｪ諢,PR,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,187,115,1989.05.07,36,豁｣譎ｺ豺ｱ隹ｷ鬮俶｡,蝓ｼ邇牙ｷ･讌ｭ螟ｧ蟄ｦ,豁｣譎ｺ豺ｱ隹ｷ鬮俶｡ 蝓ｼ邇牙ｷ･讌ｭ螟ｧ蟄ｦ,A,65,https://league-one.jp/player/484072,,,譌･譛ｬ莉｣陦ｨ30CAP,,
Ockie Barnard,繧ｪ繝く繝ｼ 繝ｻ繝舌ｼ繝翫ｼ繝,LO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,200,113,2001.04.20,24,繧ｦ繧ｧ繧ｹ繝医ン繝ｫ繝懊ｼ繧､繧ｺ鬮俶｡,,繧ｦ繧ｧ繧ｹ繝医ン繝ｫ繝懊ｼ繧､繧ｺ鬮俶｡,B,7,https://league-one.jp/player/484073,,,,,
Xavier Stowers,繧ｼ繧､繝薙い 繝ｻ繧ｹ繧ｿ繝ｯ繝ｼ繧ｺ,FL,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,196,114,2003.07.28,22,IpswichGrammarSchool鬮俶｡,,IpswichGrammarSchool,B,4,https://league-one.jp/player/484074,,,,,
Taniela Vea,繧ｿ繝九お繝ｩ 繝ｻ繝ｴ繧ｧ繧｢,PR,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,184,125,2000.04.24,25,逶ｮ鮟貞ｭｦ髯｢鬮俶｡,譚ｱ豢句､ｧ蟄ｦ,逶ｮ鮟貞ｭｦ髯｢ 譚ｱ豢句､ｧ蟄ｦ,A,2,https://league-one.jp/player/484075,,,,,
Orion Schmok,繧ｷ繝･繝｢繝け 繧ｪ繝ｩ繧､繧ｪ繝ｳ,LO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,181,100,2001.08.01,24,繝槭え繝ｳ繝医い繝ｫ繝舌ｼ繝医げ繝ｩ繝槭ｼ繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,諷ｶ諛臥ｾｩ蝪ｾ螟ｧ蟄ｦ,繝槭え繝ｳ繝医い繝ｫ繝舌ｼ繝医げ繝ｩ繝槭ｼ繧ｹ繧ｯ繝ｼ繝ｫ 諷ｶ諛臥ｾｩ蝪ｾ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484076,,,,,
Shuto Nobuhara,蟒ｶ蜴 遘鬟,,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,182,103,2001.12.06,24,莠ｬ驛ｽ謌千ｫ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,莠ｬ驛ｽ謌千ｫ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484077,,,,,
Hayata Taniyama,隹ｷ螻ｱ 髫ｼ螟ｧ,,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,184,95,2001.12.10,24,遖丞ｲ｡鬮俶｡,遲第ｳ｢螟ｧ蟄ｦ,遖丞ｲ｡鬮俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,4,https://league-one.jp/player/484078,,,,,
Shu Hagihara,關ｩ蜴 蜻ｨ,SH,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,173,77,2001.07.13,24,螟ｧ髦ｪ譯占発鬮俶｡,譏取ｲｻ螟ｧ蟄ｦ,螟ｧ髦ｪ譯占発鬮俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,5,https://league-one.jp/player/484079,,,,,
Yoshiaki Taniguchi,隹ｷ蜿｣ 螳憺｡,FB,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,172,80,2001.11.20,24,譚ｱ豬ｷ螟ｧ螟ｧ髦ｪ莉ｰ譏滄ｫ俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ螟ｧ髦ｪ莉ｰ譏滄ｫ俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484080,,,,,
Jack Cornelsen,繧ｸ繝｣繝け 繝ｻ繧ｳ繝ｼ繝阪Ν繧ｻ繝ｳ,LO,蝓ｼ邇峨ヱ繝翫た繝九ャ繧ｯ繝ｯ繧､繝ｫ繝峨リ繧､繝ｼ2025-26ｼ,195,110,1994.10.13,31,繝悶Μ繧ｹ繝吶Φ繧ｰ繝ｩ繝槭ｼ繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,University螟ｧ蟄ｦ,繝悶Μ繧ｹ繝吶Φ繧ｰ繝ｩ繝槭ｼ繧ｹ繧ｯ繝ｼ繝ｫ University of Queensland,A,69,https://league-one.jp/player/485708,,,譌･譛ｬ莉｣陦ｨ29CAP,,
Tjay Clarke,繝ぅ繝ｼ繧ｸ繧ｧ繧､ 繝ｻ繧ｯ繝ｩ繝ｼ繧ｯ,WTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,181,91,2002.08.20,23,StPatrick'sCollege鬮俶｡,,StPatrick'sCollege,B,3,https://league-one.jp/player/484341,,,,,
Netani Vakayalia,繝阪ち繝 繝ｻ繝ｴ繧｡繧ｫ繝､繝ｪ繧｢,WTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,181,94,1998.02.25,27,LeleanMemorialSchool鬮俶｡,,LeleanMemorialSchool,A,43,https://league-one.jp/player/484342,,,,,
Callum MacDonald,繧ｫ繝ｩ繝 繝ｻ繝槭け繝峨リ繝ｫ繝,LO,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,204,123,2000.03.06,25,IonaCollege鬮俶｡,,IonaCollege,A,5,https://league-one.jp/player/484343,,,,,
Michael Stolberg,繝槭う繧ｱ繝ｫ 繝ｻ繧ｹ繝医ｼ繝舌ｼ繧ｰ,LO,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,202,116,1992.03.27,33,AnglicanChurchGrammarSchool鬮俶｡,,AnglicanChurchGrammarSchool,A,54,https://league-one.jp/player/484344,,,,,
Andrew Makalio,繧｢繝ｳ繝峨Μ繝･繝ｼ 繝ｻ繝槭き繝ｪ繧ｪ,HO,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,185,129,1992.01.22,33,OnehungaHighSchool鬮俶｡,,OnehungaHighSchool,B,10,https://league-one.jp/player/484345,,,,,
Taishiro Kido,譛ｨ謌ｸ 螟ｧ螢ｫ驛,FL,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,186,104,2002.07.26,23,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡,譏取ｲｻ螟ｧ蟄ｦ,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,2,https://league-one.jp/player/484346,,,'25 XV,,
Yuta Okamura,蟯｡譚 蜆ｪ螟ｪ,WTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,176,83,2002.08.26,23,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ槫､ｧ髦ｪ莉ｰ譏滄ｫ俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ槫､ｧ髦ｪ莉ｰ譏滄ｫ俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484347,,,,,
Yohei Kobayashi,蟆乗棊 豢句ｹｳ,PR,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,177,108,2003.03.27,22,譚ｱ遖丞ｲ｡鬮俶｡,蟆ゆｿｮ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 蟆ゆｿｮ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484348,,,,,
Ken Hiyoshi,譌･蜷 蛛･,HO,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,180,105,2002.08.29,23,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ髯ｱ樣ｫ俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ髯ｱ樣ｫ俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,2,https://league-one.jp/player/484349,,,,,
Kim Suryung,驥 遘髫,WTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,186,85,1998.01.16,27,螟ｧ髦ｪ譛晞ｮｮ鬮俶｡,譛晞ｮｮ螟ｧ蟄ｦ譬｡螟ｧ蟄ｦ,螟ｧ髦ｪ譛晞ｮｮ鬮俶｡ 譛晞ｮｮ螟ｧ蟄ｦ譬｡,A,27,https://league-one.jp/player/484350,,,,,
Rinpei Sakaki,驟呈惠 蜃懷ｹｳ,HO,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,178,104,1999.11.12,26,蠕｡謇螳滓･ｭ鬮俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,10,https://league-one.jp/player/484351,,,,,
Gentaro Ikenaga,豎豌ｸ 邇､ｪ驛,CTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,182,100,1997.01.27,28,荳雁ｮｮ螟ｪ蟄宣ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,荳雁ｮｮ螟ｪ蟄宣ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,5,https://league-one.jp/player/484352,,,,,
Asaeli Lausii,繧｢繧ｵ繧ｨ繝ｪ 繝ｻ繝ｩ繧ｦ繧ｷ繝ｼ,LO,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,190,113,2000.01.26,25,譌･譛ｬ闊ｪ遨ｺ鬮倡ｭ牙ｭｦ譬｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,譌･譛ｬ闊ｪ遨ｺ鬮倡ｭ牙ｭｦ譬｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,6,https://league-one.jp/player/484353,,,,,
Rikyu Yamakawa,螻ｱ蟾 蜉帛━,PR,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,175,113,1997.05.04,28,螟ｩ逅ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,3,https://league-one.jp/player/484354,,,,,
Sena Kimura,譛ｨ譚 譏溷漉,PR,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,176,108,1999.06.24,26,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ髯ｱ樣ｫ俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ髯ｱ樣ｫ俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,51,https://league-one.jp/player/484355,,,'25 XV縲∵律譛ｬ莉｣陦ｨ3CAP,,
Jone Naikabula,繧ｸ繝ｧ繝 繝ｻ繝翫う繧ｫ繝悶Λ,WTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,177,95,1994.04.12,31,繧ｱ繝ｫ繧ｹ繝医Φ繝懊ｼ繧､繧ｺ鬮俶｡,鞫ょ漉螟ｧ蟄ｦ,繧ｱ繝ｫ繧ｹ繝医Φ繝懊ｼ繧､繧ｺ 鞫ょ漉螟ｧ蟄ｦ,A,52,https://league-one.jp/player/484356,,,譌･譛ｬ莉｣陦ｨ17CAP,,
Seta Tamanivalu,繧ｻ繧ｿ 繝ｻ繧ｿ繝槭ル繝舌Ν,CTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,189,104,1992.01.23,33,SaintKentigernCollegeｼ医そ繝ｳ繝医こ繝ｳ繝ぅ繧ｬ繝ｳ繧ｫ繝ｬ繝ずｼ蛾ｫ俶｡,,SaintKentigernCollegeｼ医そ繝ｳ繝医こ繝ｳ繝ぅ繧ｬ繝ｳ繧ｫ繝ｬ繝ずｼ,C,60,https://league-one.jp/player/484357,,,,,
Michael Leitch,繝ｪ繝ｼ繝 繝槭う繧ｱ繝ｫ,,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,189,113,1988.10.07,37,譛ｭ蟷悟ｱｱ縺ｮ謇矩ｫ俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譛ｭ蟷悟ｱｱ縺ｮ謇矩ｫ俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,61,https://league-one.jp/player/484358,,,譌･譛ｬ莉｣陦ｨ92CAP,,
Jacob Pierce,繧ｸ繧ｧ繧､繧ｳ繝 繝ｻ繝斐い繧ｹ,LO,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,201,106,1997.09.10,28,繝ｭ繧ｺ繝溘ル繧ｫ繝ｬ繝ず鬮俶｡,,繝ｭ繧ｺ繝溘ル繧ｫ繝ｬ繝ず鬮俶｡,A,60,https://league-one.jp/player/484359,,,,,
Toshiki Kuwayama,譯大ｱｱ 閨也函,FB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,184,95,1996.06.06,29,鮖ｿ蜈仙ｳｶ螳滓･ｭ鬮俶｡,譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,鮖ｿ蜈仙ｳｶ螳滓･ｭ鬮俶｡ 譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,A,19,https://league-one.jp/player/484360,,,'15 U20縲'15 U23,,
Shohei Toyoshima,雎雁ｳｶ 鄙泌ｹｳ,FB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,175,87,1989.01.09,36,譚ｱ豬ｷ螟ｧ逶ｸ讓｡鬮俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ逶ｸ讓｡鬮俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,31,https://league-one.jp/player/484361,,,,,
Atsuki Kuwayama,譯大ｱｱ 豺ｳ逕,WTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,183,90,1997.11.15,28,鮖ｿ蜈仙ｳｶ螳滓･ｭ鬮俶｡,譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,鮖ｿ蜈仙ｳｶ螳滓･ｭ鬮俶｡ 譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,A,27,https://league-one.jp/player/484362,,,,,
Masaki Hamada,豼ｱ逕ｰ 蟆嚔,WTB,譚ｱ闃昴ヶ繝ｬ繧､繝悶Ν繝ｼ繝代せ譚ｱ莠ｬｼ2025-26ｼ,174,80,1996.07.13,29,莠ｬ驛ｽ謌千ｫ鬮俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,莠ｬ驛ｽ謌千ｫ鬮俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,25,https://league-one.jp/player/484363,,,,,
