英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url
Shogo Miura,三浦 昌悟,PR,トヨタヴェルブリッツ（2025-26）,180,115,1995.06.08,30,秋田工業高校,東海大学,秋田工業 東海,A,65,https://league-one.jp/player/484471,,,'15 U20、'15 U23、'17 U23、日本代表14CAP,,
Josh Dickson,ジョシュ ・ディクソン,LO,トヨタヴェルブリッツ（2025-26）,200,117,1994.11.02,31,オタゴボーイズ,,オタゴボーイズ,B,33,https://league-one.jp/player/484472,,,,,
Kosei Miki,三木 皓正,FL,トヨタヴェルブリッツ（2025-26）,174,95,2002.01.22,23,京都成章高校,京都産業大学,京都成章 京都産業,A,12,https://league-one.jp/player/484473,,,,,
Takuma Nishino,西野 拓真,PR,トヨタヴェルブリッツ（2025-26）,186,113,2001.11.19,24,京都成章高校,帝京大学,京都成章 帝京,A,0,https://league-one.jp/player/484474,,,,,
Jingo Murata,村田 陣悟,FL,トヨタヴェルブリッツ（2025-26）,185,102,2002.02.22,23,京都成章高校,早稲田大学,京都成章 早稲田,A,0,https://league-one.jp/player/484475,,,,,
Taiga Kawasaki,川崎 太雅,PR,トヨタヴェルブリッツ（2025-26）,171,106,2001.05.10,24,東福岡高校,早稲田大学,東福岡 早稲田,A,5,https://league-one.jp/player/484476,,,,,
Shintaro Fukuzawa,福澤 慎太郎,HO,トヨタヴェルブリッツ（2025-26）,168,99,2001.09.20,24,本郷高校,慶應義塾大学,本郷 慶應義塾,A,0,https://league-one.jp/player/484477,,,,,
Aaron Smith,アーロン ・スミス,SH,トヨタヴェルブリッツ（2025-26）,171,83,1988.11.21,37,フィールディング,,フィールディング,C,35,https://league-one.jp/player/485368,,,,,
Jone Nabetelevu,ジョネ ・ナベテレヴ,WTB,トヨタヴェルブリッツ（2025-26）,185,95,1999.02.22,26,ナシヌセンカンダリースクール,エレスメアカレッジ,ナシヌセンカンダリースクール エレスメアカレッジ,A,15,https://league-one.jp/player/485369,,,,,
Akito Okui,奥井 章仁,FL,トヨタヴェルブリッツ（2025-26）,177,103,2001.09.17,24,大阪桐蔭高校,帝京大学,大阪桐蔭 帝京,A,10,https://league-one.jp/player/485370,,,'25 XV、日本代表2CAP,,
Jonas Tanaka Dowling,田中ダウリン ジョウナス,HO,トヨタヴェルブリッツ（2025-26）,176,102,2005.12.29,20,ウェイヴァリー,,ウェイヴァリー,A,0,https://league-one.jp/player/485498,,,,,
Zach Gallagher,ザック ・ギャラハー,LO,トヨタヴェルブリッツ（2025-26）,198,116,2001.09.04,24,カンタベリーカレッジ,,カンタベリーカレッジ,B,0,https://league-one.jp/player/485502,,,,,
Lourens Erasmus,ローレンス ・エラスマス,LO,トヨタヴェルブリッツ（2025-26）,200,115,1993.06.14,32,ヨハネスブルクカレッジ,,ヨハネスブルクカレッジ,A,24,https://league-one.jp/player/485503,,,,,
Keisuke Moriya,森谷 圭介,CTB,トヨタヴェルブリッツ（2025-26）,185,93,1994.03.04,31,帝京大学高校,,帝京大学,A,25,https://league-one.jp/player/485504,,,,,
Taufa Latu,タウファ ・ラトゥ,PR,トヨタヴェルブリッツ（2025-26）,183,120,1998.04.05,27,白鴎大学高校,,白鴎大学,A,42,https://league-one.jp/player/485505,,,,,
Blair Ryall,ブレア ・ライアル,FL,トヨタヴェルブリッツ（2025-26）,194,110,2001.10.26,24,リンカーン,,リンカーン,B,3,https://league-one.jp/player/485506,,,,,
Matt McGahan,マット ・マッガーン,SO,トヨタヴェルブリッツ（2025-26）,185,89,1993.04.21,32,マウント・アルバート・グラマー,,マウント・アルバート・グラマー,A,59,https://league-one.jp/player/485507,,,,,
Isaiah Mapusua,アイザイア ・マプスア,FL,トヨタヴェルブリッツ（2025-26）,191,112,2000.12.21,25,キングスカレッジ,慶應義塾大学,キングスカレッジ 慶應義塾,A,33,https://league-one.jp/player/485508,,,日本代表5CAP,,
Kippei Taninaka,谷中 樹平,SH,トヨタヴェルブリッツ（2025-26）,177,80,2000.06.04,25,御所実業高校,帝京大学,御所実業 帝京,A,0,https://league-one.jp/player/485509,,,,,
Kouta Oyabu,大籔 洸太,WTB,トヨタヴェルブリッツ（2025-26）,181,90,2001.03.05,24,春日丘高校,帝京大学,春日丘 帝京,A,0,https://league-one.jp/player/485510,,,,,
Chihiro Matsuyama,松山 千大,CTB,トヨタヴェルブリッツ（2025-26）,173,88,2001.01.05,25,大阪桐蔭高校,帝京大学,大阪桐蔭 帝京,A,0,https://league-one.jp/player/485511,,,'18 高校,,
Yuichiro Wada,和田 悠一郎,WTB,トヨタヴェルブリッツ（2025-26）,178,88,1999.08.30,26,東海大大阪仰星高校,同志社大学,東海大仰星 同志社,A,12,https://league-one.jp/player/485512,,,'19 U20,,
Viliame Tuidraki,ヴィリアメ ・ツイドラキ,WTB,トヨタヴェルブリッツ（2025-26）,184,97,1997.01.09,28,ラトゥナヴラカレッジ,摂南大学,ラトゥナヴラカレッジ 摂南,A,42,https://league-one.jp/player/485513,,,,,
Takemichi Nakano,中野 剛通,FB,トヨタヴェルブリッツ（2025-26）,186,96,1996.12.18,29,天理高校,日本体育大学,天理 日本体育,A,0,https://league-one.jp/player/485514,,,,,
William Tupou,ウィリアム ・トゥポウ,FL,トヨタヴェルブリッツ（2025-26）,188,101,1990.07.20,35,ブリスベンステート,,ブリスベンステート,A,44,https://league-one.jp/player/485515,,,日本代表12CAP,,
Shuhei Yamaguchi,山口 修平,CTB,トヨタヴェルブリッツ（2025-26）,183,100,1996.07.21,29,同志社香里高校,同志社大学,同志社香里 同志社,A,23,https://league-one.jp/player/485516,,,'11 U20,,
Vatiliai Tuidraki,バティリアイ ・ツイドラキ,CTB,トヨタヴェルブリッツ（2025-26）,182,98,1995.01.04,31,ワントゥリーヒル,,ワントゥリーヒル,A,9,https://league-one.jp/player/485517,,,,,
Shinya Komura,小村 真也,UTB,トヨタヴェルブリッツ（2025-26）,180,92,2002.05.28,23,ハミルトンボーイズ,帝京大学,ハミルトンボーイズ 帝京,A,12,https://league-one.jp/player/486439,,,'25 XV、日本代表3CAP,,
Pieter Steph Du Toit,ピーターステフ ・デュトイ,FL,トヨタヴェルブリッツ（2025-26）,200,112,1992.08.20,33,ホエルスクール・スワ—トランド,,ホエルスクール・スワ—トランド,C,38,https://league-one.jp/player/488137,,,,,
Siosaia Fifita,シオサイア ・フィフィタ,CTB,トヨタヴェルブリッツ（2025-26）,187,105,1998.12.20,27,日本航空石川高校,天理高校,日本航空石川 天理,A,59,https://league-one.jp/player/488138,,,日本代表16CAP,,
Keishin Iwamoto,岩本 圭伸,FL,マツダスカイアクティブズ広島（2025-26）,180,93,2003.01.08,23,常翔学園高校,近畿大学,常翔学園高校 近畿大学,A,2,https://league-one.jp/player/484610,,,,,
Kanto Watanabe,渡邉 完徒,FL,マツダスカイアクティブズ広島（2025-26）,182,100,2002.07.23,23,明和県央高校,天理大学,明和県央高校 天理大学,A,0,https://league-one.jp/player/484611,,,,,
Takehiro Watanabe,渡部 雄大,CTB,マツダスカイアクティブズ広島（2025-26）,170,90,2002.09.04,23,新田高校,朝日大学,新田高校 朝日大学,A,2,https://league-one.jp/player/484612,,,,,
Shumpei Matsuzawa,松澤 駿平,CTB,マツダスカイアクティブズ広島（2025-26）,178,88,2002.09.25,23,京都成章高校,帝京大学,京都成章高校 帝京大学,A,2,https://league-one.jp/player/484613,,,,,
Eugene Guaini,グアイニ 優人,FL,マツダスカイアクティブズ広島（2025-26）,177,96,2002.09.12,23,石見智翠館高校,帝京大学,石見智翠館高校 帝京大学,A,0,https://league-one.jp/player/484614,,,,,
Clynton Knox,ノックス クリントン,CTB,マツダスカイアクティブズ広島（2025-26）,182,98,1992.12.27,33,コーパスクリスティ,,コーパスクリスティ高校,A,42,https://league-one.jp/player/484615,,,,,
Andrew Davidson,アンドリュー ・デビッドソン,LO,マツダスカイアクティブズ広島（2025-26）,202,113,1996.11.07,29,ケルビンサイドアカデミー,,ケルビンサイドアカデミー,B,17,https://league-one.jp/player/484616,,,,,
Sam Chongkit,サム ・チョンキット,LO,マツダスカイアクティブズ広島（2025-26）,198,107,1995.03.02,30,ハミルトンボーイズ,,ハミルトンボーイズ高校,A,32,https://league-one.jp/player/484617,,,,,
Issen Kano,嘉納 一千,SO,マツダスカイアクティブズ広島（2025-26）,177,84,2002.01.12,23,大阪桐蔭高校,同志社大学,大阪桐蔭高校 同志社大学,A,17,https://league-one.jp/player/484618,,,,,
Hitaka Inoue,井上 陽公,SO,マツダスカイアクティブズ広島（2025-26）,175,79,2001.10.27,24,京都工学院高校,帝京大学,京都工学院高校 帝京大学,A,12,https://league-one.jp/player/484619,,,,,
Taiyo Fukuyama,福山 太陽,SH,マツダスカイアクティブズ広島（2025-26）,175,78,2001.11.28,24,滋賀学園高校,近畿大学,滋賀学園高校 近畿大学,A,16,https://league-one.jp/player/484620,,,,,
Taisei Hiranuma,平沼 泰成,HO,マツダスカイアクティブズ広島（2025-26）,170,96,2002.03.18,23,中部大学春日丘高校,近畿大学,中部大学春日丘高校 近畿大学,A,0,https://league-one.jp/player/484621,,,,,
Ryoto Tomita,富田 凌仁,PR,マツダスカイアクティブズ広島（2025-26）,170,105,2001.12.20,24,若狭東高校,天理大学,若狭東高校 天理大学,A,6,https://league-one.jp/player/484622,,,,,
Shota Kasai,葛西 翔太,PR,マツダスカイアクティブズ広島（2025-26）,173,115,2001.10.21,24,筑紫高校,九州共立大学,筑紫高校 九州共立大学,A,3,https://league-one.jp/player/484623,,,,,
Kohei Tanaka,田中 康平,FB,マツダスカイアクティブズ広島（2025-26）,183,88,2000.12.19,25,土佐塾高校,東洋大学,土佐塾高校 東洋大学,A,4,https://league-one.jp/player/484624,,,,,
Haruki Umemoto,梅本 遥己,PR,マツダスカイアクティブズ広島（2025-26）,175,100,2000.05.22,25,立命館慶祥高校,立命館大学,立命館慶祥高等学校 立命館大学,A,16,https://league-one.jp/player/484625,,,,,
Syunya Motoyama,本山 峻也,CTB,マツダスカイアクティブズ広島（2025-26）,173,83,2000.10.01,25,関西学院高等学部,関西学院大学,関西学院高等学部 関西学院大学,A,10,https://league-one.jp/player/484626,,,,,
Tadatsugu Kanayama,金山 忠次,PR,マツダスカイアクティブズ広島（2025-26）,179,110,2000.09.08,25,天理高校,天理大学,天理高校 天理大学,A,22,https://league-one.jp/player/484627,,,,,
JACOB ABEL,ジェイコブ ・アベル,SH,マツダスカイアクティブズ広島（2025-26）,174,92,1997.10.30,28,セイントエドマンズカレッジ,,セイントエドマンズカレッジ,B,35,https://league-one.jp/player/484628,,,,,
Taichi Yokoo,横尾 太一,HO,マツダスカイアクティブズ広島（2025-26）,172,95,1999.11.12,26,東海大仰星高校,立命館大学,東海大仰星高校 立命館大学,A,21,https://league-one.jp/player/484629,,,,,
Ren Ouchi,大内 錬,FB,マツダスカイアクティブズ広島（2025-26）,183,88,1999.01.22,26,佐野日本大学高校,東洋大学,佐野日本大学高等学校 東洋大学,A,11,https://league-one.jp/player/484630,,,,,
Kaiha Noda,野田 海生,LO,マツダスカイアクティブズ広島（2025-26）,187,110,1999.10.28,26,尼崎高校,天理大学,市立尼崎高校 天理大学,A,15,https://league-one.jp/player/484631,,,,,
Koki Nakano,中野 光基,HO,マツダスカイアクティブズ広島（2025-26）,180,105,2000.03.10,25,大阪桐蔭高校,帝京大学,大阪桐蔭高校 帝京大学,A,15,https://league-one.jp/player/484632,,,,,
Kaito Sasaoka,笹岡 海斗,CTB,マツダスカイアクティブズ広島（2025-26）,174,85,1999.07.15,26,京都成章高校,京都産業大学,京都成章高校 京都産業大学,A,29,https://league-one.jp/player/484633,,,,,
TEVIN FERRIS,テヴィン ・フェリス,FL,マツダスカイアクティブズ広島（2025-26）,187,113,1996.07.24,29,マンジュラバプティストカレッジ,,マンジュラバプティストカレッジ,A,51,https://league-one.jp/player/484634,,,,,
Kotaro Tstsuno,龍野 光太朗,SH,マツダスカイアクティブズ広島（2025-26）,170,80,1998.05.17,27,佐賀工業高校,帝京大学,佐賀工業 帝京大学,A,24,https://league-one.jp/player/484635,,,,,
Ginjiro Sakiguchi,サキ,FB,マツダスカイアクティブズ広島（2025-26）,175,75,1994.11.25,31,大阪桐蔭高校,同志社大学,大阪桐蔭高校 同志社大学,A,45,https://league-one.jp/player/484636,,,,,
Keisuke Nakamoto,中本 圭介,FB,マツダスカイアクティブズ広島（2025-26）,180,83,1992.12.01,33,流通経済大学付属柏高校,立命館大学,流通経済大学付属柏高校 立命館大学,A,6,https://league-one.jp/player/484637,,,,,
Haruki Kitajima,北島 遥生,WTB,マツダスカイアクティブズ広島（2025-26）,172,85,1995.04.16,30,常翔学園高校,法政大学,常翔学園 法政大学,A,29,https://league-one.jp/player/484638,,,,,
Yuto Nakamura,中村 悠人,WTB,マツダスカイアクティブズ広島（2025-26）,177,90,1998.03.02,27,東海大学付属福岡高校,京都産業大学,東海大学付属福岡高校 京都産業大学,A,47,https://league-one.jp/player/484639,,,,,
Kohei Kamei,亀井 康平,CTB,マツダスカイアクティブズ広島（2025-26）,174,75,1997.06.27,28,摂津高校,帝京大学,摂津高校 帝京大学,A,30,https://league-one.jp/player/484640,,,,,
Hayato Kanamaru,金丸 勇人,CTB,マツダスカイアクティブズ広島（2025-26）,175,76,1994.02.28,31,天理高校?U部,天理大学,天理高校?U部 天理大学,A,15,https://league-one.jp/player/484641,,,,,
Ryotaro Saito,齊藤 遼太郎,SO,マツダスカイアクティブズ広島（2025-26）,174,80,1992.12.04,33,東海大仰星高校,天理大学,東海大仰星高校 天理大学,A,26,https://league-one.jp/player/484642,,,,,
Tsubasa Kono,河野 翼,SH,マツダスカイアクティブズ広島（2025-26）,163,70,1995.07.03,30,東海大仰星高校,京都産業大学,東海大仰星高校 京都産業大学,A,21,https://league-one.jp/player/484643,,,,,
Dai Goto,後藤 大,SH,マツダスカイアクティブズ広島（2025-26）,166,73,1992.12.27,33,東福岡高校,立命館大学,東福岡高校 立命館大学,A,26,https://league-one.jp/player/484644,,,,,
Tomoki Ashida,芦田 朋輝,FL,マツダスカイアクティブズ広島（2025-26）,183,105,1995.03.24,30,名南工業高校,愛知工業大学,名南工業高校 愛知工業大学,A,47,https://league-one.jp/player/484645,,,,,
Iori Suzuki,鈴木 伊織,No8,マツダスカイアクティブズ広島（2025-26）,180,100,1997.10.20,28,関東学院六浦高校,関東学院大学,関東学院六浦高等学校 関東学院大学,A,45,https://league-one.jp/player/484646,,,,,
Tomohiro Takeda,武田 知大,HO,マツダスカイアクティブズ広島（2025-26）,175,90,1996.09.11,29,尾道高校,京都産業大学,尾道高校 京都産業大学,A,46,https://league-one.jp/player/484647,,,,,
Yutaro Tanaka,田中 雄太郎,LO,マツダスカイアクティブズ広島（2025-26）,185,105,1998.04.05,27,立命館宇治高校,立命館大学,立命館宇治高校 立命館大学,A,48,https://league-one.jp/player/484648,,,,,
Ramo Sato,佐藤 羅雲,LO,マツダスカイアクティブズ広島（2025-26）,185,99,1997.04.08,28,つるぎ,帝京大学,徳島県立つるぎ高等学校 帝京大学,A,31,https://league-one.jp/player/484649,,,,,
Yusuke Kitabayashi,北林 佑介,HO,マツダスカイアクティブズ広島（2025-26）,172,104,1995.08.12,30,東海大仰星高校,帝京大学,東海大仰星高校 帝京大学,A,22,https://league-one.jp/player/484650,,,'13 高校,,
Yuji Takahashi,高橋 裕司,PR,マツダスカイアクティブズ広島（2025-26）,170,100,1997.09.30,28,日本文理大学附属高校,日本文理大学,日本文理大学附属高等学校 日本文理大学,A,12,https://league-one.jp/player/484651,,,,,
Koshi Kato,加藤 滉紫,PR,マツダスカイアクティブズ広島（2025-26）,172,90,1996.06.02,29,専修大学松戸高校,天理大学,専修大学松戸高校 天理大学,A,41,https://league-one.jp/player/484652,,,,,
